CommentID,Dataset,comment,label,target,Discredit,Stereotyping,Harassment,Dominance,Threats,Blaming,Maternal,Damning,Objectification,Appearance,AntiLGBTQ,classification,mt_confidence,mt_reasoning
2193,high-prob-with-keyword,Unit player numbers not appearing while moving units they work for soccer moms but not for any other unit,Stereotyping,1,0,1,0,0,0,0,1,0,0,0,0,Stereotyping,0.9,"The comment establishes a stereotype by suggesting that soccer moms are responsible for units working properly, which reinforces traditional gender roles and makes women feel subordinated."
6934,high-prob-with-keyword,"```suggestion
  
  ` The young woman goes from calculating to gregarious in the blink of an eye as your attention shifts to her. She is pleasant and approachable, and very articulate, but from your brief glimpse beforehand you have no doubt she's cut from",Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,Physical appearance,0.9,The comment describes the woman's physical appearance.
10736,high-prob-with-keyword,can a lady get a :computer::gun: (screenshot),Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment does not contain any form of gender discrimination, hate speech, or inappropriate content."
9560,high-prob-with-keyword,"On this, I've found that people are ignorant, ill-informed, or against diversity. So often I encounter ""there's nothing we can do"", ""it's not worth the effort"", ""women just don't want to work with computers"", or ""women will end up having babies so not wor",Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,Discredit,0.9,The comment expresses generalizations and stereotypes about women in technology.
2519,high-prob-with-keyword,I bet Karen's clients will get a kick out of these. Adding left and right arrow to mean the same as enter and space would make the interface work like Tar Heel Reader.,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,Stereotyping,0.85,The comment stereotypes women by associating them with certain software (Tar Heel Reader) and makes assumptions about their clients.
2203,high-prob-with-keyword,"Trying to add Gold Digger Tifanny & Charlotte and Gold Digger Tifanny & Charlotte Second Semester, and getting this error. Looks like its due to the '&'. 404 Not Found Unexpected query string parameters: Charlotte Traceback (most recent call last): File ""/usr/local/mylar/cherrypy/_cprequest.py"", line 645, in respond response.body = self.handler() File ""/usr/local/mylar/cherrypy/lib/encoding.py"", line 188, in __call__ self.body = self.oldhandler(_args, *_kwargs) File ""/usr/local/mylar/cherrypy/_cpdispatch.py"", line 35, in __call__ raise sys.exc_info()[1] HTTPError: (404, 'Unexpected query string parameters: Charlotte')",Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,Neutral,1,The comment does not contain any explicit reference to gender or sexually inappropriate content.
2151,high-prob-with-keyword,What does a blonde do when her computer freezes.......she sticks it in the microwave :P,Stereotyping,1,0,1,0,0,0,0,0,0,0,1,0,Stereotyping,0.9,"The comment stereotypes women by associating them with a specific action, which perpetuates a harmful gender stereotype."
10617,high-prob-with-keyword,"I'm yet to meet female Scala programmer, but I'm looking forward to it ;)",Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment expresses a positive sentiment about meeting a female Scala programmer, which doesn't fit into any of the defined categories."
2355,high-prob-with-keyword,Oh she's a gold digger way over town That digs on me,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,Stereotyping,0.95,The comment stereotypes women by implying that all women are gold diggers.
2395,high-prob-with-keyword,mention Karen and Georgia!,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment does not contain any offensive language, stereotypes, or threats towards women. Instead, it seems to be referencing two names, Karen and Georgia."
10820,high-prob-with-keyword,ok soccer mom gosh,Stereotyping,1,0,1,0,0,0,0,1,0,0,0,0,Maternal insults,0.85,"The term 'soccer mom' is often used to stereotype women who are mothers and stay-at-home, and 'gosh' might be seen as condescending."
2139,high-prob-with-keyword,When women go for pushups they can't do the animation like men,Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,Stereotyping,0.95,"The comment establishes typical gender roles of the victim or the aggressor, making women feel subordinated."
9290,high-prob-with-keyword,"`projects'`, sorry for being a diva ????",Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,Discredit,0.8,"The comment seems to be discrediting the user by apologizing for being a 'diva', which may be perceived as a stereotype associated with women."
2663,high-prob-with-keyword,Create 0000-01-02-bigjiminboy.md shove a fat moby up your ass you cunts,Threats of violence,1,0,0,0,0,1,0,0,0,1,0,0,Threats of violence,0.95,"The comment contains explicit language and threats of violence, such as 'shove a fat moby up your ass'."
6263,high-prob-with-keyword,"Conflict me now bitch, I fucking dare you. I wanted to name the commit that, but then realized how amazing it would look if it didn t work and I had to revert it :P",Threats of violence,1,0,0,0,0,1,0,0,0,1,0,0,Threats of violence,0.95,The comment contains direct threats of violence towards a woman.
6262,high-prob-with-keyword,"What the fuck did you just fucking say about me, you little cunt? I'll have you know I graduated top of my class in the Navy Seals, and I've been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills. I am trained in gorilla",Threats of violence,1,0,0,0,0,1,0,0,0,1,0,0,Threats of Violence,0.95,"The comment includes explicit threats of violence, such as 'I'll have you know I graduated top of my class in the Navy Seals, and I've been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills.' Additionally, the use of derogatory language like 'cunt' indicates hostility."
2619,high-prob-with-keyword,e deez nuts holy shit you stupid ass whore fucking bithc of a cunt yo\u2026 \u2026u actual stupid slut i want to murder you and your whole entire family,Threats of violence,1,0,0,0,0,1,0,0,1,1,0,0,Threats of Violence,0.99,The comment expresses intent to physically harm the user.
7662,high-prob-with-keyword,"What the fuck did you just fucking say about me, you little bitch? I'll have you know I graduated top of my class in the Navy Seals, and I've been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills. I am trained in gorilla",Threats of violence,1,0,0,0,0,1,0,0,0,1,0,0,Threats of violence,1,The comment contains explicit threats of violence and mentions military training.
2699,high-prob-with-keyword,Bitch you better fucking pull my shit in or I'll kick your god damn ass! Uploading to share my threading implementation and allow for some insigiht into the code.,Threats of violence,1,0,0,0,0,1,0,0,0,1,0,0,Threats of violence,0.95,The user threatens to physically harm another individual by kicking their ass.
2481,high-prob-with-keyword,I will find you and put you in prison Then will fuck your mother you son of bitch,Threats of violence,1,0,0,0,0,1,0,1,0,0,0,0,Threats of Violence,0.99,The comment expresses intent to physically harm the user and threatens to sexually assault the user's mother.
8988,high-prob-with-keyword,BITCH I WILL KILL YOU,Threats of violence,1,0,0,0,0,1,0,0,0,1,0,0,Threats of violence,1,The comment expresses intent to physically assert power over women through threats.
2409,high-prob-with-keyword,Made some changes to stupid ass decisions. Bitch you need yo ass whip\u2026 \u2026ped by black momma and a latino drugie dad :/,Threats of violence,1,0,1,0,0,1,0,0,0,1,0,0,Threats of Violence,0.9,"The comment expresses intent to physically harm the person, referencing a violent act involving whipping and parental figures."
10368,high-prob-with-keyword,"`@respond_to(""(^|[^a-zA-Z])boston\s*beer(time)?($|[^a-zA-Z])"")` would make it rape it little fewer ants",Threats of violence,1,0,0,0,0,1,0,0,0,0,0,0,Threats of violence,0.9,The comment contains a reference to an act of violence against ants which could be interpreted as a threat.
7083,high-prob-with-keyword,"What the fuck did you just fucking say about me, you little cunt? Fucking whore!  I'll have you know I graduated top of my class in the Navy Seals, and I've been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills. I am trained in gorilla",Threats of violence,1,0,0,0,0,1,0,0,0,1,0,0,Threats of Violence,1,The comment contains explicit threats of violence and references military training.
6547,high-prob-with-keyword,"```suggestion
  
  Therefore a struct requirement: make if ""compatible for my wife"" and avoid ""that sucks, I kill you!"". Shutters not opening in the morning don't create fun :-)
  
  ```",Threats of violence,1,0,0,0,0,1,0,0,0,0,0,0,Threats of violence,0.95,"The comment suggests a condition for compatibility with the speaker's wife, which implies a threat of violence if the condition is not met."
8728,high-prob-with-keyword,That will rape mobileposters savagely in the ass just for clicking expand.,Threats of violence,1,0,0,0,0,1,0,0,0,0,0,0,Threats of Violence,0.9,The comment contains explicit threats of violence towards others.
8495,high-prob-with-keyword,"```suggestion
  
  response-anti-idiot: ""**How you can sleep at night after trying to slap a girl like me? **{0} slapped {1}!""
  
  ```",Threats of violence,1,0,0,0,0,1,0,0,0,0,0,0,Threats of violence,0.95,The comment contains explicit threats of violence against a woman.
2727,high-prob-with-keyword,Added a shitload of unnecessary and dumb files accept my request or I rape your wife and sell her milk with some nudes.,Threats of violence,1,0,0,0,0,1,0,1,1,1,0,0,Maternal insults,0.95,The comment includes explicit threats towards a woman's family member.
